,text,is_humor,target_1,humor_rating,target_2,humor_controversy,target_3,offense_rating,target_4
190,"Take full advantage of your biggest haters, because perhaps they are offering you an insight you never would have seen",0,0.0,0.0,0.0,1,0.0,0.0,0.0
191,The Indian man went to the doctor complaining about stomach pains. He had Hindigestion.,1,1.0,0.22115776,2.25,0,1.0,1.2571036,1.9
192,Sometimes it takes a huge loss to remind you what you care about the most.,0,0.0,0.0,0.0,1,0.0,0.0,0.0
193,Does black Santa come down the chimney and steal all of the children's presents? Of course he fucking does.,1,1.0,0.24600871,2.11,0,1.0,2.9911659,3.6
194,"Change is constant. How we experience change, that's up to us. It can feel like death, or it can feel like a second chance at life.""",0,0.0,0.0,0.0,1,0.0,0.0,0.0
195,"Love is a verb. Without action, it is merely a word.",0,0.0,0.0,0.0,1,0.0,0.0,0.0
196,I wondered why the frisbee was getting bigger... Then it hit me.,1,1.0,0.11145252,3.15,0,0.0,0.0,0.0
197,My Muslim wife left me the other day. I guess she didn't know what Jihad.,1,1.0,0.22078279,2.1,0,1.0,3.4133394,2.35
198,genie: what is your first wish me: i wish i could change anybody's name assbaby: what is your second wish,1,1.0,0.16652107,2.17,0,1.0,0.0,0.4
199,The most unbelievable part about Sesame Street (a show with an 8 foot bird) is that there is only one grouch in the whole neighborhood.,1,1.0,0.09130182,2.89,0,0.0,0.0,0.0
200,"""Yes, there are times when I hate you, but I don't complain 'cause I've been afraid that you'd walk away."" - Beyonce.",0,0.0,0.0,0.0,1,0.0,0.0,0.05
201,Being single is a sign that you're strong enough to wait on what you deserve.,0,0.0,0.0,0.0,1,0.0,0.0,0.0
202,"I really enjoyed @JimCarrey's ""memoir."" Like Jim, the book is wildly comic, inventive, subversive, and made primarily of compressed paper pulp.",1,1.0,0.04565911,2.05,0,0.0,0.0,0.35
203,My walk of shame is leaving a handicapped restroom stall while trying not to make eye contact with the wheelchair guy who was waiting on me.,1,1.0,0.13888691,2.53,0,1.0,0.7100927,1.0
204,"To be clear, this post contains only love for her.",0,0.0,0.063350484,0.0,1,0.0,0.0,0.0
205,"How Do U Kill A Retard? Give him a knife and say ""who's special?""",1,1.0,0.2020985,1.8,0,0.0,3.2584312,3.95
206,"""You were the greatest thing that ever happened to me."" - Mayday Parade.",0,0.0,0.0,0.0,1,0.0,0.0,0.0
207,Pretty cool that my entire personality is stored on a big wet peanut inside my skull.,1,1.0,0.10913096,2.0,0,1.0,0.0,0.0
208,"Toxic masculinity in gay relationships is when one demands that his partner performs ""wifely"" roles in the relationship. It is an inbuilt personality disorder which prioritizes muscles over another thing.",0,0.0,0.21269296,0.0,1,0.0,0.0,0.3
209,*At a party* STRANGER: Are you that guy who brags about weird shit? ME: No I'm the guy who takes the longest baths in the city.,1,1.0,0.17293489,2.3,0,1.0,0.0,0.1
210,"Double standards are the worst. I mean, if a girl sleeps with lots of guys, she's considered a slut. But when a guy does it, he's considered a homosexual.",1,1.0,0.27670637,2.63,0,1.0,2.1139045,1.4
211,Black pepper has the ability to diminish amount of gas in the intestinal tract which leads to less flatulence & bloating. health gas,0,0.0,0.0,0.0,1,0.0,0.0,0.0
212,All new episode tonight on ABC 9/8c! RT if you'll be watching!,0,0.0,0.0,0.0,1,0.0,0.0,0.0
213,You do not write your life with words...You write it with actions. What you think is not important. It is only important what you do.,0,0.0,0.0,0.0,1,0.0,0.0,0.15
214,"On average, taller people score higher on intelligence tests than shorter people.",0,0.0,0.0,0.0,1,0.0,0.0,0.25
215,Hello I will be at Sundance this weekend,0,0.0,0.23268506,0.0,1,0.0,0.0,0.2
216,"What did the French man say when he tripped down the stairs? ""Eiffel."" corny",1,1.0,0.20793298,2.25,0,1.0,0.22593619,0.2
217,"The benefits of drinking more water include having to go to the bathroom more where you can be on your phone in peace, and that's it.",1,1.0,0.22114304,2.21,0,0.0,0.0,0.1
218,Cop: I'm arresting you for illegally downloading the entire Wikipedia. Man: Wait! I can explain everything.,1,1.0,0.2236821,3.0,0,1.0,0.17103688,0.0
219,"16 Be the shoulder she can cry on, and the person she can rely on. boyfriend tips",0,0.0,0.0,0.0,1,0.0,0.0,0.0
220,If Johnny has $20 and Tyrone takes $16... What color is Tyrone?,1,1.0,0.18899333,1.78,0,0.0,2.2725446,3.15
221,It's now got to the stage in my marriage where me and the wife have gone our separate ways and will be spending a considerable amount of time apart for the indefinite future. She's gone shopping for shoes.,1,1.0,0.21912992,2.74,0,1.0,0.0,0.2
222,"Most people would prefer to have the time off between Christmas and New Year, but I have a better idea. I'd like to have the time off between New Year and Christmas.",1,1.0,0.21587342,2.67,0,0.0,0.0,0.0
223,You wanna hear a dirty joke A horse fell in the mud. And then some crazy lesbian who hates horses put on a strap on and fucked it till it died.,1,1.0,0.25889137,1.5,0,1.0,2.9080973,3.6
224,"Laurel House is a dating coach for celebrities, TV personality and host of ""The Man Whisperer Podcast"". On this previous episode Laurel shared the process of transitioning from small talk to having deeper conversations and creating powerful connections that make her remember you.",0,0.0,0.08073357,0.0,1,0.0,0.0,0.0
225,When Chromatica II transitions to 911... I’ve never felt more gay and alive!!,1,1.0,0.30021483,0.1,0,0.0,1.2292234,0.45
226,"In the last 18 years, only four civilians have been killed by Norwegian law enforcement.",0,0.0,0.11546545,0.0,1,0.0,0.0,0.0
227,How does Hitler tie his shoes? In little Nazis.,1,1.0,0.24813603,1.95,0,1.0,2.190587,1.15
228,Fat people just want to get into your pantries.,1,1.0,0.3086816,2.45,0,0.0,2.1992517,2.2
229,Met gayla.,1,1.0,0.1505158,1.15,1,0.0,0.0,1.35
230,1-year-old: *shrieks repeatedly* Me: Why is she so loud? Wife: That's how she talks. Apparently she speaks fluent pterodactyl.,1,1.0,0.13317204,2.25,0,1.0,0.0,0.0
231,"Your soul is attracted to people the same way flowers are attracted to the sun, surround yourself only with those who want to see you grow",0,0.0,0.0,0.0,1,0.0,0.0,0.0
232,What does the Jewish Bruce Wayne drive? The Shabbat-Mobile.,1,1.0,0.21354504,1.74,0,0.0,1.0553122,1.35
233,A half hour visit from my 2 toddlers will do more damage to your house than inviting over 35 drunk strangers.,1,1.0,0.17956774,2.65,0,0.0,0.0,0.0
234,Why haven't they installed a mirror on cars that only covers your blind spot?,1,1.0,0.19236962,2.3,0,1.0,0.09873641,0.2
235,Sometimes men need to spend time alone without any female figure around them.A night with his friends would be the perfect gift for him.,0,0.0,0.025541008,0.0,1,0.0,0.0,0.25
236,Why do some couples not go to the gym? Some relationships don't work out,1,1.0,0.2040916,2.5,0,0.0,0.30275947,0.05
237,If you Google 'How do I stop receiving Pottery Barn catalogs?' the top result is a page with instructions for faking your own death.,1,1.0,0.15461491,3.26,0,1.0,0.0,0.15
238,What has a 10 foot neck four legs and loves money. A Jewraffe,1,1.0,0.2548924,2.15,0,1.0,3.6920953,3.5
239,Happy BIrthday Kim!,0,0.0,0.10002926,0.0,1,0.0,0.0,0.0
240,How long did it take you to find your flow in life? Auntie Red Tweet Tea,0,0.0,0.028149694,0.0,1,0.0,0.0,0.15
241,"""Warranty void if removed"" stickers have been illegal in the U.S. since 1975.",0,0.0,0.04148759,0.0,1,0.0,0.0,0.0
242,"Hey grandson, what's the name of that german man who makes me go crazy? Alzheimer, grandma, Alzheimer...",1,1.0,0.21995369,2.42,0,0.0,1.5904608,1.25
243,"Two Arabs are on a plane. One orders a bottle of Champagne and asks the other ""do you want some?"". The other replies ""No thanks, I'll have to drive soon"".",1,1.0,0.18010083,1.59,0,0.0,1.8081238,2.6
244,Bill Gates' net worth is nearly five times that of Bruce Wayne and Tony Stark combined.,0,0.0,0.20290045,0.0,1,0.0,0.0,0.2
245,Me: Are you mad because I said you sound like a bell when you get mad? Her: DING DING DING,1,1.0,0.11901787,1.7,0,0.0,0.0,0.3
246,Here's to Henrik Stenson on his TOUR Championship by Coca-Cola win and being the 2013 Fed Ex Cup Champion!!,0,0.0,0.0,0.0,1,0.0,0.0,0.0
247,We don't give enough credit to the dads who spend their waking hours continually turning off lights and adjusting thermostats. These are the real unsung heroes of fighting climate change and reducing humanity's carbon footprint.,0,1.0,0.16393934,2.27,1,0.0,0.0,0.0
248,Im excited to have Tubman on the twenty So we can use black people as currency again,1,1.0,0.35973424,1.83,1,0.0,3.1083338,3.8
249,What do you call a Mexican Buddhist? Om-bre,1,1.0,0.20682386,1.32,0,0.0,1.73774,0.85
250,"A gypsy girl tells her mum she's pregnant, ""Congratulations"" says her mum... ""Do you know who the father is?""... ""Mum.... if you ate a tin of beans would you know which one made you fart?""",1,1.0,0.217006,2.4,0,0.0,2.3445523,1.55
251,Nigerian Accent made easy: Happy Birthday = Api Betday XBOX 360 = eggs bugs three sisty McDonald's = Magdonnas Husband = Ozzband Concern = Con Son Order Chinese = Hoda shy knees Google = Gugu Safe Journey = Save Johnny,1,1.0,0.12794997,1.85,0,0.0,0.0,2.65
252,"You can make any sentence creepier by adding ""consenting"" to it. ""Just two consenting adults, riding a tandem kayak.""",1,1.0,0.27517587,1.78,0,1.0,0.29881984,0.2
253,"Doctor told me I had six months to live. ""Seriously doc?"" I asked. ""Is there anything I can do?"" ""Move to Kansas and get married,"" he replied. ""It'll be the longest six months of your life.""",1,1.0,0.22072527,2.55,0,1.0,0.7265282,0.25
254,"After 9 season finales, I can tell you this was one of my favorites. Mind blowing. Heart breaking. Tears. Joy. Love.",0,0.0,0.009821847,0.0,1,0.0,0.0,0.0
255,My first day as a car salesman. Customer: Cargo space? Me: Car no do that. Car no fly. Manager: Can I see you in my office?,1,1.0,0.25022197,2.79,0,1.0,0.0348456,0.65
256,"A Japanese teenager approaches his father nervously... ""Dad, I have to tell you something. Please don't be upset, but I'm gay."" ""How could I not be upset?! Why not gay plus!?""",1,1.0,0.2555662,1.74,0,1.0,1.892267,1.6
257,Let your satisfaction with your love life be determined by the goals you set for it. Not by the presence of a certain girl. Keep your power. Never give it away.,0,0.0,0.0004375875,0.0,1,0.0,0.0,0.0
258,"Me: Hey buddy, do you want to go to the potty? Toddler: NO! I hate the bathroom and NEVER want to go in there! (5 mins later, I'm in the bathroom on the toilet) Toddler (pounding on bathroom door): LET ME IN!!!",1,1.0,0.1369234,2.94,0,1.0,0.0,0.1
259,[at the chiropractor] Chiropractor: What needs adjusting? Me: My whole life. I'm hoping you can take care of it by breaking my neck like they do in the movies?? Chiropractor: ...,1,1.0,0.23678383,1.94,0,1.0,0.4909481,0.3
260,I've heard seven cancer jokes today. If I hear tumor it's gonna benign.,1,1.0,0.18735535,2.47,0,0.0,0.21395868,0.8
261,Good day. If you are reading this do know it's a gift to be alive. These are pressing times but you gotta get up and try. Don't panic.,0,0.0,0.0,0.0,1,0.0,0.0,0.0
262,What does a feminist use as a contraceptive? Her personality,1,1.0,0.25642988,2.65,0,1.0,2.515151,3.4
263,"A pirate went to see the doctor about the moles on his back. ""I wouldn't worry about it,"" said the doctor, ""They're benign."" ""Count 'em again doc,"" said the pirate, ""You'll find there be ten.""",1,1.0,0.19310138,3.2,0,1.0,0.7590165,0.05
264,Went out for a jog today Thought I heard someone clapping for me. Turns out it was just my fat thighs.,1,1.0,0.22810984,2.35,0,1.0,0.42175266,0.95
265,How do Christians eat their icecream? They Catholick it.,1,1.0,0.2307109,1.35,0,0.0,1.0363543,1.55
266,Got that experimental throat surgery that lets me sing barbershop quartets without having to make 3 friends.,1,1.0,0.14257629,2.21,0,1.0,0.0,0.05
267,"Thinking about the value of property gave him the idea of a game where players managed the life of a suburban household. ""The Sims"" is one of the best-selling video game series of all time.",0,0.0,0.0,0.0,1,0.0,0.0,0.0
268,"I dropped my knife and cut off a toe. At the hospital, the surgeon mistook a piece of candy for my toe. I now have a Tic-Tac toe.",1,1.0,0.2712052,2.55,0,1.0,0.013550545,0.0
269,Black ice is just like regular ice... Except it's a better dancer...,1,1.0,0.24385765,1.7,0,0.0,0.9995663,1.5
270,"""But every time I tell her that I want more, she closes the door.' - She's Not Afraid.",0,0.0,0.0,0.0,1,0.0,0.0,0.15
271,Smoke from wildfires can cause the moon to glow red.,0,0.0,0.0,0.0,1,0.0,0.0,0.15
272,Give your cats human names to make yourself sound like less of a loser. Coworker: What did you do last night? Me: Cuddled on the couch with Carol and Susan Coworker: 2 ladies? Atta boy! Me: Susan is a guy and Carol barfed on the blanket. Classic Carol Coworker:...?,1,1.0,0.26323065,2.6,0,1.0,0.0,0.0
273,"Apples, not caffeine, are more efficient at waking you up in the morning morning caffeine",0,0.0,0.03708569,0.0,1,0.0,0.0,0.0
274,Shout out to authentic Indian restaurants that encourage eating using only the hands. They don't give a fork.,1,1.0,0.1585049,2.21,0,1.0,0.025026366,0.4
275,The coast guard fined my girlfriend and I for having sex in the ocean. Apparently off-shore drilling is prohibited.,1,1.0,0.22490686,2.85,0,1.0,0.64307165,0.45
276,bell peppers r rich in vit. C & vit A. Bell peppers neutralize free radicals and are rich in antioxidants. health vitamins food diet,0,0.0,0.0,0.0,1,0.0,0.0,0.0
277,"Why is Islam called the religion of peace? After you leave the religion, you rest in peace.",1,1.0,0.22273737,1.79,0,1.0,1.9180158,2.6
278,"Eid Mubarak. I personally wanted to wish you all a blessed Eid. Nowadays, everyone is overwhelmed by the amount of impersonal messages. Most people just copy, paste and send to get the job done. Not me! Anyway I wish you all the best for 2013. Your brother, Abdul",0,0.0,0.07386762,0.0,1,0.0,0.0,0.0
279,What's the hardest part of washing a vegetable? putting them back in the wheelchair,1,1.0,0.14911826,2.6,0,1.0,0.36765933,3.7
280,"Whoever said: 'What you don't know, won't hurt you' was a complete and total moron. Because not knowing is the worst feeling in the world.",1,0.0,0.23000082,0.0,1,0.0,0.0,0.0
281,What do Ethiopians get for Christmas? Hungry christmas jokes,1,1.0,0.21498322,1.9,0,0.0,2.3140361,3.45
282,Cumin is very good for digestion. The smell of it activates our salivary glands in our mouth facilitating the primary digestion of the food,0,0.0,0.0,0.0,1,0.0,0.0,0.0
283,"I won't kill you with kindness, but I will mace you with charm.",1,1.0,0.2360052,2.12,1,0.0,0.0,0.0
284,Don't buy whitening toothpaste It says guaranteed whiteness in 14 days. 15 days have come and gone... and I am still asian.,1,1.0,0.25998807,2.35,0,1.0,2.3639522,1.75
285,"If you're brave enough to criticize, you better be courageous enough to help",0,0.0,0.09295359,0.0,1,0.0,0.0,0.0
286,When you see someone's name trending what's the first thing you think?,0,0.0,0.016875878,0.0,1,0.0,0.0,0.0
287,"So we have to remember... sometimes, the most important history, is the history we're making TODAY.",0,0.0,0.0,0.0,1,0.0,0.0,0.0
288,What do black people and Batman have in common? Neither one of them get dadjokes,1,1.0,0.18577373,2.05,0,1.0,2.59223,3.6
289,My dad told me to make little things count? So now I'm teaching maths to dwarfs.,1,1.0,0.3156809,2.05,0,0.0,0.5572083,1.4
290,"Why does Germany have so many different kinds of bread? Well, we had to do something with the ovens.",1,1.0,0.17874229,1.68,0,0.0,0.698539,2.9
291,Crap!!! Why is Dean always gettin beat to hell!!!!!! Supernatura I Baby,1,0.0,0.26842633,0.0,1,0.0,0.0,0.25
292,What do you call a 60-year old whose puberty just started? A late boomer.,1,1.0,0.2523009,2.3,0,0.0,0.7144119,0.2
293,What do rioting jewish people throw? Mazel tov cocktails,1,1.0,0.19783658,2.3,0,0.0,2.253036,1.9
294,What did the Indian boy say to his mom before he left? Mumbai,1,1.0,0.17447698,2.2,0,0.0,2.4336345,0.35
295,As we look forward to season 13 plans- which Supernatural characters from the past would you like to see back the most &amp; why? SPN Family,0,0.0,0.0,0.0,1,0.0,0.0,0.0
296,"Bruce Jenner, substantiated proof... Women are worse drivers.",1,1.0,0.22284585,1.72,0,1.0,2.992262,2.35
297,"'And whenever you give your word, say the truth ' [6:152]",0,0.0,0.0,0.0,1,0.0,0.0,0.0
298,"I want to die peacefully in my sleep, like my grandfather.. Not screaming and yelling like the passengers in his car.",1,1.0,0.2510461,2.58,1,0.0,0.0,0.6
299,What do you call a lesbian that turned straight A hasbien,1,1.0,0.2222479,1.53,0,0.0,2.180612,1.65
300,Did you know you are supposed to pull anal beads out slowly? I didn't... I started the wife up like a f*cking chainsaw.,1,1.0,0.22723566,2.79,0,1.0,1.8032523,2.1
301,What do you call a teacher that doesn't fart in public? A private tooter.,1,1.0,0.22104323,2.0,0,0.0,0.5608837,0.1
302,"I can hear the lesbian couple next door to me having sex every night. It's not easy, but if I turn the TV off and unplug the fridge, I can just about hear them.",1,1.0,0.26381698,1.58,0,0.0,1.5894907,1.35
303,I love when they drop the ball in Times Square. It's a nice reminder of what I did all year.,1,1.0,0.19969267,2.95,0,1.0,0.0,0.0
304,I jerk off roughly once a day. I try to be a little more loving and gentle the other 2-3.,1,1.0,0.30762625,2.74,0,1.0,0.47675204,1.0
305,Got asked by two Thai girls if I wanted a threesome. They said it would be like winning the lottery. To my horror they were right: we had six matching balls.,1,1.0,0.21186435,2.9,0,1.0,2.1493459,2.8
306,My wife used to get so fat that she had to go to the hospital; then a person would fall out of her. That doesn't sound normal.,1,1.0,0.21709384,2.32,0,1.0,1.4376253,1.35
307,"I was in the pub with the missus last night, and I said, ""I love you."" She said, "" Is that you or the beer talking?"" I replied, ""It's me, talking to the beer""...",1,1.0,0.19784543,2.7,0,1.0,0.0,0.15
308,I'm always Frank with my sexual partners. I don't want them to know my real name.,1,1.0,0.26450664,3.4,0,0.0,0.0,0.2
309,"I'm not an adult at all, just a tall child holding a beer having a conversation I don't understand.",1,1.0,0.199966,2.89,0,1.0,0.0,0.0
310,Hello everyone! We are back after a unplanned haitus. Let us know some mental health topics that we should discuss in the near future. BMHN,0,0.0,0.0,0.0,1,0.0,0.0,0.0
311,How do Japanese people refer to American politicians? Parti-san,1,1.0,0.22897713,2.21,0,0.0,1.78686,1.35
312,creating daily to-do lists could help you fight boredom and give you a sense of achievement and confidence lists,0,0.0,0.0,0.0,1,0.0,0.0,0.0
313,What do you call a caveman's fart? A blast from the past.,1,1.0,0.23680833,2.58,0,1.0,0.0,0.3
314,Texting while driving increases the chances of a crash or a near-crash by 23 times.,0,0.0,0.0,0.0,1,0.0,0.0,0.0
315,Frank Sinatra's publicist would audition and pay girls $5 to scream at his early performances to get the crowd excited.,0,0.0,0.015347868,0.0,1,0.0,0.0,0.15
316,if she's old enough to bleed she's old enough to have decisions about her healthcare be in the hands of old white men,1,0.0,0.40299523,0.0,0,0.0,2.7883599,1.5
317,"Girls, if you're gonna shave your eyebrows off just to draw them on again, at least make them interesting. How about drawing two umbrellas?",1,1.0,0.26780012,2.1,0,1.0,0.25298002,0.7
318,Pray for Paris ❤️,0,0.0,0.33131078,0.0,1,0.0,0.0,0.0
319,You already have something in common with every girl you see. The context you're in. Use that to start the conversation and her responses to keep it going.,0,0.0,0.0,0.0,1,0.0,0.0,0.0
320,If you look up the definition of responsibility in the dictionary it just shows a picture of an adult looking sad.,1,1.0,0.20457923,2.55,0,0.0,0.14082886,0.0
321,"""When life breaks down...when we break down, there are no signs, no hard and fast rules, we just have to feel our way through.""",0,0.0,0.0,0.0,1,0.0,0.0,0.0
322,"I tried telling a joke my friend from Baghdad told me. Unfortunately, Iraqed it.",1,1.0,0.21323073,1.55,0,0.0,1.0164456,0.7
323,*Follows proper washing instructions on 10% of the clothes I own* It feels good to be the most adult person on Earth.,1,1.0,0.21458673,1.87,0,0.0,0.0,0.0
324,"What do you call a little Mexican child? A paragraph, because he's too short to be an essay.",1,1.0,0.24518824,2.68,0,1.0,3.3239686,2.35
325,One day I'll cure deafness... You hear me!,1,1.0,0.23724128,2.15,0,0.0,0.9483729,0.55
326,Asiana Airlines will be filing a lawsuit against KTVU for its inappropriate and racist names that were falsely broadcasted mid day Friday 7/12... ....said Asiana's attorney Wi Su Yu,0,1.0,0.0,2.25,1,0.0,0.0,1.5
327,They say that milk is good for your teeth. You know what else is good for your teeth? Minding your own fucking business.,1,1.0,0.24866447,2.21,0,1.0,1.0834146,1.45
328,me: [over intercom] what's the only job where it's okay to get high at work passengers: me: a pilot lol passengers: oh thank god me: anyway if you look to your left you should see a dragon,1,1.0,0.14405137,2.47,0,0.0,0.0,0.3
329,I just had a delightful FaceTime call with my grandma's forehead.,1,1.0,0.17123269,3.05,0,1.0,0.0,0.45
330,"Spicy foods promote good circulation. When you eat spicy food, your body's temperature is raised & your blood flow increase",0,0.0,0.0,0.0,1,0.0,0.0,0.0
331,Did you hear about the vegan transgender? He was a herbefore.,1,1.0,0.21010542,2.35,0,1.0,2.2875435,2.3
332,"transition can feel like 1 long, scary tunnel.. but you have to come out the other side, 'cause what's been waiting there might be glorious.",0,0.0,0.0,0.0,1,0.0,0.0,0.0
333,"Bob told his wife, ""I can't work for him anymore after what he said to me"". Wife: What did he say? Bob: You're fired",1,1.0,0.24526346,2.79,0,0.0,0.711576,0.0
334,"I went to a cannibal wedding. The Groom toasted the bridesmaids, The best man toasted the Bride and Groom and the father of the Bride toasted absent friends..... It was a helluva barbecue.",1,1.0,0.32468203,2.6,0,1.0,1.147751,0.85
335,"My wife walked in on an argument between our son and I. When he ran out of the room crying, I turned to the wife and said, ""I wish I'd used a condom now."" Horrified, she said, ""What? You wish our son had never been born?"" ""No"" I replied. ""I've got his girlfriend pregnant.""",1,1.0,0.18006921,2.22,0,1.0,1.2942818,2.05
336,"Sunflower seeds r anti-aging, rich in Vit E & selenium. Eat a handful a day to stave off wrinkles & improve skin elasticity young health",0,0.0,0.0,0.0,1,0.0,0.0,0.0
337,"I once played chess with an Egyptian King... ...I was distracted for a moment, and when I turned around he was blatantly attempting to cheat. I told him that that wasn't very pharaoh.",1,1.0,0.22715339,2.15,0,0.0,0.20276709,0.0
338,Ok. Who needs a hug? Anyone? I'm giving some away rn for free!,1,0.0,0.11421235,0.0,0,0.0,0.0,0.0
339,Why can't black people get their PhD? They can't get past their masters. rofl,1,1.0,0.1481605,1.85,0,0.0,3.8967066,4.15
340,"People who take frequent long, warm showers and baths tend to be lonelier, according to Yale University scientists.",0,0.0,0.0,0.0,1,0.0,0.0,0.0
341,How do you make a Chinese man no longer Asian? Just spin him around in circles until he's disoriented,1,1.0,0.22097947,2.3,0,0.0,2.5993094,2.05
342,I have received 88 text messages in the last hour....,1,0.0,0.064335,0.0,0,0.0,0.0,0.15
343,"Chadwick Boseman was the first and only person considered for the role of T'Challa in ""Black Panther."" When Chadwick's name came up in a creative story meeting, Marvel immediately settled on him.",0,0.0,0.0015894771,0.0,1,0.0,0.0,0.15
344,Wanna go somewhere that has FREE WINE?' Me: Heck yes! 'Done. Pick you up Sunday at 8am!' Me: What?! -how I got tricked into going to church,1,1.0,0.3082672,2.53,0,1.0,0.0,0.25
345,"In every gay relationship comes drama, insecurity, infidelity, uncertainty and heartbreaks. The ability to overcome these hurdles is the only secret to a successful, long-lasting relationship.",0,0.0,0.035050094,0.0,1,0.0,0.0,1.1
346,Thanks for being a part of the TREND y'all! LOV Eis,0,0.0,0.0,0.0,1,0.0,0.0,0.0
347,Funny that when a girl sleeps with a lot of guys she's considered a slut ... but when I do it I'm gay.,1,1.0,0.2461707,3.0,0,1.0,3.0896552,1.55
348,"""Don't overthink, just let it go."" - Live While We're Young.",0,0.0,0.0,0.0,1,0.0,0.0,0.0
349,"Being in love makes you a less productive person, according to researchers from the University of Maryland.",0,0.0,0.0,0.0,1,0.0,0.0,0.0
350,"In Norway, it takes three years of higher education to become a police officer. Graduates are awarded a Bachelor's degree in Police Studies.",0,0.0,0.013388455,0.0,1,0.0,0.0,0.0
351,"""I let you push me past the breaking point."" - Katy Perry.",0,0.0,0.0,0.0,1,0.0,0.0,0.0
352,My wife left me because she said I made a meal out of everything. I intend to make her eat those words.,1,1.0,0.2694454,2.65,0,1.0,0.0,0.15
353,[fridge shopping] Salesmen: What type of fridge are you looking for? Me: Do you have something in stainless steel that does a good job hiding rotting vegetables?,1,1.0,0.1521501,2.1,0,0.0,0.0,0.0
354,What's the difference between MLK day and St Patrick's day? Nobody minds being Irish for one day!!!!,1,1.0,0.2084124,1.58,0,1.0,1.3830214,2.5
355,Why didn't the mobsters car parts fit? ...they all fell off a truck.,1,1.0,0.22255109,1.45,0,0.0,1.0312058,0.35
356,vitamin B6 help brain function & converts protein to energy. Vit B6 foods potato bananas beans red meat fish eggs spinach & fortified cereal,0,0.0,0.0,0.0,1,0.0,0.0,0.0
357,Luckily I never started vaping because there were many conclusive studies stating I would never look cool doing it.,1,1.0,0.23299174,1.88,0,0.0,0.0,0.05
358,Stop tolerating unacceptable behavior. No girl wants to date a doormat.,0,0.0,0.06985602,0.0,1,0.0,0.0,0.2
359,Did you hear about the guy who dipped his balls in glitter? Pretty nuts,1,1.0,0.19533941,3.0,0,1.0,0.8213216,0.6
360,I drink water throughout the day to stay hydrated and also just in case someone says something shocking so I can spit it out.,1,1.0,0.1783449,2.35,0,1.0,0.0,0.0
361,What's green and not heavy? Light green h,1,1.0,0.29024145,1.95,1,1.0,0.0,0.0
362,Why are there no transvestites in space? Because there is zero drag.,1,1.0,0.20873192,2.47,0,0.0,2.4532475,1.65
363,Speak the truth even if it be against yourself,0,0.0,0.0,0.0,1,0.0,0.0,0.0
364,"How do you know a chinese thief has broken into your house? All of your rice is gone, your computer is fixed, and the mother fucker is still trying to back out of the driveway.",1,1.0,0.21273193,2.45,0,1.0,3.4933455,3.7
365,A Roman Emperor orders his guards to arrest his wife. He orders them to Ceas'er.,1,1.0,0.23658009,2.7,0,1.0,0.35030568,0.0
366,Enjoy your weekend! We are going to tweet some thought provoking quotes from the twittersphere...,0,0.0,0.0,0.0,1,0.0,0.0,0.0
367,Mix buttermilk and salt into paste. they r effective in eliminating large pores. repeat few times a week. pores skin,0,0.0,0.116367094,0.0,1,0.0,0.0,0.0
368,"My girlfriend just said, ""Your obsession with cats is out of control, so I've packed your bags."" I think she's kicking meeeowt.",1,1.0,0.19722328,3.2,0,1.0,0.13224952,0.0
369,How many Americans does it take to screw a lightbulb? None. Their President outsources the job to India.,1,1.0,0.20716271,2.85,0,1.0,2.016161,1.0
370,I threw an Asian man down a flight of stairs. It was Wong on so many levels.,1,1.0,0.22174884,2.35,0,1.0,2.7984579,3.2
371,"As a Tennessean, it makes me sick that there are monuments standing in our state that celebrate racist historical figures who did evil things. Edward Carmack and Nathan Bedford Forrest were DESPICABLE figures in our state history and should be treated as such.",0,0.0,0.119139194,0.0,1,0.0,0.0,0.4
372,Did you hear about the guy that was half Black and half Japanese ... ... every December 7th he would attack Pearl Bailey.,1,1.0,0.21253845,1.45,0,0.0,2.6821535,3.15
373,What is the most effective way to quit being vegan? Cold turkey.,1,1.0,0.29260856,2.7,0,0.0,1.1704808,0.2
374,Imagine how lame drag and Drag Race would be without the contributions of trans performers.,1,0.0,0.29585892,0.0,1,0.0,0.70813626,0.4
375,Today's National Bagel Day! What's your favorite type of bagel? ¥¯,0,0.0,0.0,0.0,1,0.0,0.0,0.0
376,What do you call black men working while white men watch? The NBA,1,1.0,0.30929765,2.45,0,1.0,3.3013537,2.65
377,All she wants is attention. How hard is it to give it to her?,0,0.0,0.109828845,0.0,1,0.0,0.0,0.2
378,I thought I had hypochondria... ...turned out it was all in my head.,1,1.0,0.19969189,2.0,0,0.0,0.07339129,0.45
379,How do you blindfold an Asian person? You put floss over his eyes.,1,1.0,0.21979278,2.0,0,1.0,2.6352155,3.75
380,"""This report is a call for action to address a large public health problem [suicide] which has been shrouded in taboo"" --Dr. Margaret Chan",0,0.0,0.0,0.0,1,0.0,0.0,0.0
381,If she's not ruining your life.....She's just not that into you.,0,1.0,0.12896363,2.2,1,1.0,0.0,1.0
382,I thought my dad spent all his savings on an expensive wig. But one look and I realised it was a small price toupee.,1,1.0,0.2302157,2.58,0,1.0,0.1739736,0.0
383,Wife: Do that sexy thing I like Me: *pays for dinner with a coupon and saves money*,1,1.0,0.17134395,2.65,0,1.0,0.0,0.05
